column1,Benefit_per_order,Order_City,Order_Country,Order_Customer_Id,order_date_DateOrders,Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit_Ratio,Order_Item_Quantity,Order_Item_Total,Order_Profit_Per_Order,Order_Region,Order_State,Order_Status,Order_Zipcode,Sales,Type,,,,,,,,,,,,,,,,,,,,,,,
1831,6.170000076293945,Guwahati,India,7200,34:00.0,24176,810,2,0.019999999552965164,60483,19.98999977,0.059999999,5,97.94999695,6.170000076,South Asia,Assam,PENDING,NULL,99.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1832,-12.18999958,Asahikawa,Japón,5074,30:00.0,21193,924,14.390000343322754,0.18000000715255737,53009,15.98999977,-0.189999998,5,65.55999756,-12.18999958,Eastern Asia,Hokkaido,PENDING,NULL,79.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1833,186.17999267578125,Jinan,China,12018,38:00.0,22044,191,10,0.019999999552965164,55143,99.98999786,0.3799999952316284,5,489.9500122,186.1799927,Eastern Asia,Shandong,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1834,226.77999877929688,Auckland,Nueva Zelanda,12240,55:00.0,30388,191,27.5,0.059999999,75960,99.98999786,0.47999998927116394,5,472.4500122,226.7799988,Oceania,Auckland,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1835,37.79999923706055,Corum,Turquía,10311,15:00.0,43576,191,27.5,0.059999999,108816,99.98999786,0.079999998,5,472.4500122,37.79999924,West Asia,Corum,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1836,206.97999572753906,Perth,Australia,8203,16:00.0,26039,191,50,0.10000000149011612,65167,99.98999786,0.46000000834465027,5,449.9599915,206.9799957,Oceania,Australia Occidental,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1837,206.97999572753906,Rawalpindi,Pakistán,3948,47:00.0,28441,191,50,0.10000000149011612,71177,99.98999786,0.46000000834465027,5,449.9599915,206.9799957,South Asia,Punyab,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1838,30.799999237060547,Huainan,China,10969,03:00.0,29181,191,59.99000168,0.11999999731779099,73010,99.98999786,0.07,5,439.9599915,30.79999924,Eastern Asia,Anhui,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1839,-87.98999786,Newcastle,Australia,10461,01:00.0,28827,191,59.99000168,0.11999999731779099,72140,99.98999786,-0.200000003,5,439.9599915,-87.98999786,Oceania,Nueva Gales del Sur,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1840,148.7100067138672,Gujranwala,Pakistán,11344,17:00.0,25060,191,59.99000168,0.11999999731779099,62789,99.98999786,0.3400000035762787,5,439.9599915,148.7100067,South Asia,Punyab,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1841,39.56999969482422,Luoyang,China,10852,30:00.0,21624,273,18.190000534057617,0.12999999523162842,54074,27.98999977,0.33000001311302185,5,121.7600021,39.5699997,Eastern Asia,Fujian,PROCESSING,NULL,139.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1842,106.23999786376953,Surabaya,Indonesia,2095,00:00.0,23378,191,74.98999786376953,0.15000000596046448,58501,99.98999786,0.25,5,424.9599915,106.2399979,Southeast Asia,Java Oriental,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1843,23.62000084,Bangkok,Tailandia,6145,31:00.0,28249,191,124.98999786376953,0.25,70659,99.98999786,0.059999999,5,374.9599915,23.62000084,Southeast Asia,Bangkok,PROCESSING,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1844,37.119998931884766,Hangzhou,China,7101,38:00.0,22926,365,3,0.01,57393,59.99000168,0.12999999523162842,5,296.9500122,37.11999893,Eastern Asia,Zhejiang,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1845,99.36000061035156,Raipur,India,10053,50:00.0,29286,365,6,0.019999999552965164,73269,59.99000168,0.3400000035762787,5,293.9500122,99.36000061,South Asia,Rajastán,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1846,-64.79000092,Adelaide,Australia,1234,23:00.0,21872,365,12,0.039999999,54694,59.99000168,-0.230000004,5,287.9500122,-64.79000092,Oceania,Australia del Sur,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1847,142.47999572753906,Luoyang,China,10852,30:00.0,21624,365,15,0.050000001,54075,59.99000168,0.5,5,284.9500122,142.4799957,Eastern Asia,Fujian,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1848,-199.4700012,Jeddah,Arabia Saudí,6900,12:00.0,48334,365,15,0.050000001,120901,59.99000168,-0.699999988,5,284.9500122,-199.4700012,West Asia,Meca,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1849,20.920000076293945,Huaiyin,China,8760,41:00.0,28866,365,21,0.07,72234,59.99000168,0.079999998,5,278.9500122,20.92000008,Eastern Asia,Jiangsu,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1850,68.23999786376953,Newcastle,Australia,10461,01:00.0,28827,365,27,0.090000004,72139,59.99000168,0.25,5,272.9500122,68.23999786,Oceania,Nueva Gales del Sur,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1851,81.68000030517578,Guangshui,China,7614,31:00.0,26054,365,38.99000168,0.12999999523162842,65207,59.99000168,0.3100000023841858,5,260.9599915,81.68000031,Eastern Asia,Hubei,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1852,68.83999633789062,Baguio City,Filipinas,9177,50:00.0,27856,365,44.99000168,0.15000000596046448,69731,59.99000168,0.27000001072883606,5,254.9600067,68.83999634,Southeast Asia,Cordillera,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1853,117.27999877929688,Estambul,Turquía,346,38:00.0,47439,365,44.99000168,0.15000000596046448,118592,59.99000168,0.46000000834465027,5,254.9600067,117.2799988,West Asia,Estambul,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1854,85.16000366210938,Vientiane,Laos,10240,41:00.0,24770,365,47.99000168,0.1599999964237213,62055,59.99000168,0.3400000035762787,5,251.9600067,85.16000366,Southeast Asia,Prefectura de Vientián,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1855,65.51000213623047,Riyadh,Arabia Saudí,3767,08:00.0,41903,365,47.99000168,0.1599999964237213,104595,59.99000168,0.25999999046325684,5,251.9600067,65.51000214,West Asia,Riad,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1856,87.13999938964844,Gwalior,India,3230,26:00.0,26402,365,50.99000168,0.17000000178813934,66089,59.99000168,0.3499999940395355,5,248.9600067,87.13999939,South Asia,Madhya Pradesh,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1857,114.5199966430664,Hanoi,Vietnam,9531,08:00.0,28402,365,50.99000168,0.17000000178813934,71081,59.99000168,0.46000000834465027,5,248.9600067,114.5199966,Southeast Asia,Th? Dô Hà N?i,PROCESSING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1858,18.75,Raipur,India,5361,42:00.0,23948,642,0,0,59952,30,0.12999999523162842,5,150,18.75,South Asia,Uttarakhand,PROCESSING,NULL,150,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1859,74.98000336,Mumbai,India,4565,21:00.0,26436,627,0,0,66182,39.99000168,0.3799999952316284,5,199.9499969,74.98000336,South Asia,Maharashtra,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1860,-309.9200134,Nakhon Ratchasima,Tailandia,3047,09:00.0,27286,627,0,0,68342,39.99000168,-1.549999952,5,199.9499969,-309.9200134,Southeast Asia,Nakhon Ratchasima,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1861,64.34999847,Yingcheng,China,12319,36:00.0,23688,502,2.5,0.01,59270,50,0.25999999046325684,5,247.5,64.34999847,Eastern Asia,Hubei,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1862,68.59999847,Qarshi,Uzbekistán,1326,17:00.0,45380,502,5,0.019999999552965164,113392,50,0.2800000011920929,5,245,68.59999847,Central Asia,Kashkadar,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1863,6.130000114440918,Yingcheng,China,12319,36:00.0,23688,502,5,0.019999999552965164,59269,50,0.029999999329447746,5,245,6.130000114,Eastern Asia,Hubei,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1864,113.9800033569336,Wollongong,Australia,155,38:00.0,27530,502,7.5,0.029999999329447746,68912,50,0.4699999988079071,5,242.5,113.9800034,Oceania,Nueva Gales del Sur,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1865,84.87999725341797,Zahedan,Irán,4528,19:00.0,49693,502,7.5,0.029999999329447746,124219,50,0.3499999940395355,5,242.5,84.87999725,South Asia,Sistán y Baluchistán,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1866,67.19999694824219,Adelaide,Australia,4781,52:00.0,30111,502,10,0.039999999,75274,50,0.2800000011920929,5,240,67.19999695,Oceania,Australia del Sur,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1867,-168,Izmir,Turquía,6706,04:00.0,48699,502,10,0.039999999,121787,50,-0.699999988,5,240,-168,West Asia,Izmir,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1868,79.84999847,Rawalpindi,Pakistán,3948,47:00.0,28441,502,13.75,0.059999999,71180,50,0.3400000035762787,5,236.25,79.84999847,South Asia,Punyab,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1869,20.459999084472656,Anjo,Japón,4350,42:00.0,27750,502,17.5,0.07,69470,50,0.090000004,5,232.5,20.45999908,Eastern Asia,Aichi,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1870,43.709999084472656,Rawalpindi,Pakistán,5971,00:00.0,22379,502,17.5,0.07,56014,50,0.1899999976158142,5,232.5,43.70999908,South Asia,Punyab,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1871,103.5,Manukau City,Nueva Zelanda,9285,12:00.0,31208,502,25,0.10000000149011612,77986,50,0.46000000834465027,5,225,103.5,Oceania,Auckland,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1872,22.5,Brisbane,Australia,7757,20:00.0,27689,502,25,0.10000000149011612,69323,50,0.10000000149011612,5,225,22.5,Oceania,Queensland,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1873,77,Abadan,Irán,9604,53:00.0,44514,502,30,0.11999999731779099,111138,50,0.3499999940395355,5,220,77,South Asia,Juzestán,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1874,59.49000168,Canberra,Australia,2402,07:00.0,21837,627,29.989999771118164,0.15000000596046448,54605,39.99000168,0.3499999940395355,5,169.9600067,59.49000168,Oceania,Territorio de la Capital Australiana,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1875,46.20000076293945,Hangzhou,China,7101,38:00.0,22926,502,40,0.1599999964237213,57392,50,0.2199999988079071,5,210,46.20000076,Eastern Asia,Zhejiang,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1876,18.040000915527344,Kendari,Indonesia,1117,17:00.0,25942,502,45,0.18000000715255737,64935,50,0.090000004,5,205,18.04000092,Southeast Asia,Célebes Suroriental,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1877,71.98000336,Anshan,China,6165,10:00.0,22134,627,39.99000168,0.20000000298023224,55398,39.99000168,0.44999998807907104,5,159.9600067,71.98000336,Eastern Asia,Liaoning,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1878,43.189998626708984,Kuala Terengganu,Malasia,1916,20:00.0,26827,627,39.99000168,0.20000000298023224,67215,39.99000168,0.27000001072883606,5,159.9600067,43.18999863,Southeast Asia,Trengganu,PROCESSING,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1879,21.190000534057617,Jeddah,Arabia Saudí,6900,12:00.0,48334,502,62.5,0.25,120903,50,0.10999999940395355,5,187.5,21.19000053,West Asia,Meca,PROCESSING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1880,37.24000168,Canberra,Australia,2796,33:00.0,21941,835,4.800000190734863,0.029999999329447746,54888,31.98999977,0.23999999463558197,5,155.1499939,37.24000168,Oceania,Territorio de la Capital Australiana,PROCESSING,NULL,159.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1881,-213.2899933,Nom Pen,Camboya,39,02:00.0,28847,804,3,0.029999999329447746,72177,19.98999977,-2.200000048,5,96.94999695,-213.2899933,Southeast Asia,Nom Pen,PROCESSING,NULL,99.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1882,30.93000030517578,Corum,Turquía,10311,15:00.0,43576,917,3.299999952316284,0.029999999329447746,108819,21.98999977,0.28999999165534973,5,106.6500015,30.93000031,West Asia,Corum,PROCESSING,NULL,109.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1883,14.579999923706055,Caloundra,Australia,5533,45:00.0,26577,926,3.200000047683716,0.039999999,66544,15.98999977,0.1899999976158142,5,76.75,14.57999992,Oceania,Queensland,PROCESSING,NULL,79.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1884,31.260000228881836,Visakhapatnam,India,387,14:00.0,29995,924,11.989999771118164,0.15000000596046448,75009,15.98999977,0.46000000834465027,5,67.95999908,31.26000023,South Asia,Andhra Pradesh,PROCESSING,NULL,79.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1885,37.02000045776367,Shanwei,China,6706,11:00.0,21312,797,14.390000343322754,0.1599999964237213,53298,17.98999977,0.49000000953674316,5,75.55999756,37.02000046,Eastern Asia,Guangdong,PROCESSING,NULL,89.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1886,35.86000061035156,Caloocan,Filipinas,11129,03:00.0,20775,897,22.489999771118164,0.18000000715255737,51913,24.98999977,0.3499999940395355,5,102.4599991,35.86000061,Southeast Asia,Capital Nacional,PROCESSING,NULL,124.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1887,30.700000762939453,Kollam,India,8845,15:00.0,28017,926,15.989999771118164,0.20000000298023224,70102,15.98999977,0.47999998927116394,5,63.95999908,30.70000076,South Asia,Kerala,PROCESSING,NULL,79.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1888,6.599999904632568,Al Muharraq,Baréin,9304,44:00.0,47562,917,21.989999771118164,0.20000000298023224,118904,21.98999977,0.079999998,5,87.95999908,6.599999905,West Asia,Muharraq,PROCESSING,NULL,109.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1889,38.99000168,Zaozhuang,China,3677,18:00.0,29490,828,39.99000168,0.25,73798,31.98999977,0.33000001311302185,5,119.9599991,38.99000168,Eastern Asia,Shandong,PROCESSING,NULL,159.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1890,24.829999923706055,Xichang,China,10517,37:00.0,23571,822,59.99000168,0.25,58957,47.99000168,0.14000000059604645,5,179.9600067,24.82999992,Eastern Asia,Sichuan,PROCESSING,NULL,239.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1891,48,Christchurch,Nueva Zelanda,10548,42:00.0,30924,273,2.799999952316284,0.019999999552965164,77286,27.98999977,0.3499999940395355,5,137.1499939,48,Oceania,Canterbury,SUSPECTED_FRAUD,NULL,139.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1892,140.63999938964844,Dubbo,Australia,1306,09:00.0,20507,191,15,0.029999999329447746,51202,99.98999786,0.28999999165534973,5,484.9500122,140.6399994,Oceania,Nueva Gales del Sur,SUSPECTED_FRAUD,NULL,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1893,94.83999633789062,Nellore,India,7270,38:00.0,24650,365,21,0.07,61721,59.99000168,0.3400000035762787,5,278.9500122,94.83999634,South Asia,Andhra Pradesh,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1894,0,Nellore,India,7270,38:00.0,24650,365,27,0.090000004,61720,59.99000168,0,5,272.9500122,0,South Asia,Andhra Pradesh,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1895,-27,Nellore,India,7270,38:00.0,24650,365,30,0.10000000149011612,61719,59.99000168,-0.100000001,5,269.9599915,-27,South Asia,Andhra Pradesh,SUSPECTED_FRAUD,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1896,-494.8800049,Manukau City,Nueva Zelanda,4622,53:00.0,30328,627,2,0.01,75803,39.99000168,-2.5,5,197.9499969,-494.8800049,Oceania,Auckland,SUSPECTED_FRAUD,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1897,-372,Semarang,Indonesia,1748,22:00.0,23302,502,10,0.039999999,58341,50,-1.549999952,5,240,-372,Southeast Asia,Java Central,SUSPECTED_FRAUD,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1898,79.84999847,Albany,Australia,4775,28:00.0,28677,502,13.75,0.059999999,71777,50,0.3400000035762787,5,236.25,79.84999847,Oceania,Australia Occidental,SUSPECTED_FRAUD,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1899,57.40999984741211,Mount Isa,Australia,7948,02:00.0,30728,627,25.989999771118164,0.12999999523162842,76754,39.99000168,0.33000001311302185,5,173.9600067,57.40999985,Oceania,Queensland,SUSPECTED_FRAUD,NULL,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1900,-635.4400024,Tulsa,Estados Unidos,1627,56:00.0,37718,191,89.98999786376953,0.18000000715255737,94152,99.98999786,-1.549999952,5,409.9599915,-635.4400024,US Center ,Oklahoma,CANCELED,74133,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1901,4,Clinton,Estados Unidos,1243,39:00.0,34977,191,99.98999786376953,0.20000000298023224,87381,99.98999786,0.01,5,399.9599915,4,East of USA,Maryland,CANCELED,20735,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1902,25.309999465942383,San Francisco,Estados Unidos,7635,46:00.0,40138,365,9,0.029999999329447746,100154,59.99000168,0.090000004,5,290.9500122,25.30999947,West of USA ,California,CANCELED,94110,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1903,-54.59000015,Oswego,Estados Unidos,7200,17:00.0,40776,365,27,0.090000004,101758,59.99000168,-0.200000003,5,272.9500122,-54.59000015,US Center ,Illinois,CANCELED,60543,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1904,98.26000213623047,Saint Charles,Estados Unidos,3142,59:00.0,39582,365,27,0.090000004,98794,59.99000168,0.36000001430511475,5,272.9500122,98.26000214,US Center ,Illinois,CANCELED,60174,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1905,49.99000168,Columbus,Estados Unidos,8024,51:00.0,34284,572,0,0,85618,39.99000168,0.25,5,199.9499969,49.99000168,South of  USA ,Georgia,CANCELED,31907,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1906,42.24000168,Decatur,Estados Unidos,5023,31:00.0,41142,502,10,0.039999999,102700,50,0.18000000715255737,5,240,42.24000168,US Center ,Illinois,CANCELED,62521,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1907,30.450000762939453,Costa Mesa,Estados Unidos,9581,19:00.0,41287,502,32.5,0.12999999523162842,103058,50,0.14000000059604645,5,217.5,30.45000076,West of USA ,California,CANCELED,92627,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1908,94.5,Asheville,Estados Unidos,9294,46:00.0,35651,502,40,0.1599999964237213,89028,50,0.44999998807907104,5,210,94.5,South of  USA ,Carolina del Norte,CANCELED,28806,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1909,11.819999694824219,Costa Mesa,Estados Unidos,9581,19:00.0,41287,828,25.59000015258789,0.1599999964237213,103061,31.98999977,0.090000004,5,134.3600006,11.8199997,West of USA ,California,CANCELED,92627,159.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1910,101.41000366210938,Florence,Estados Unidos,3797,58:00.0,32566,278,4.5,0.019999999552965164,81457,44.99000168,0.46000000834465027,5,220.4499969,101.4100037,South of  USA ,Alabama,PENDING,35630,224.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1911,-348.9500122,Lowell,Estados Unidos,11999,11:00.0,39300,191,45,0.090000004,98120,99.98999786,-0.769999981,5,454.9500122,-348.9500122,East of USA,Massachusetts,PENDING,1852,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1912,143.63999938964844,New York City,Estados Unidos,3715,33:00.0,40654,191,74.98999786376953,0.15000000596046448,101435,99.98999786,0.3400000035762787,5,424.9599915,143.6399994,East of USA,Nueva York,PENDING,10024,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1913,163.77999877929688,Seattle,Estados Unidos,2922,07:00.0,39551,191,79.98999786376953,0.1599999964237213,98728,99.98999786,0.38999998569488525,5,419.9599915,163.7799988,West of USA ,Washington,PENDING,98103,499.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1914,51.650001525878906,Akron,Estados Unidos,7175,59:00.0,35389,278,40.49000168,0.18000000715255737,88390,44.99000168,0.2800000011920929,5,184.4600067,51.65000153,East of USA,Ohio,PENDING,44312,224.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1915,18.709999084472656,San Francisco,Estados Unidos,967,42:00.0,32257,365,3,0.01,80675,59.99000168,0.059999999,5,296.9500122,18.70999908,West of USA ,California,PENDING,94110,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1916,-54.70000076,London,Canada,8098,23:00.0,49031,365,9,0.029999999329447746,122587,59.99000168,-0.189999998,5,290.9500122,-54.70000076,Canada,Ontario,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1917,77.75,London,Canada,8098,23:00.0,49031,365,12,0.039999999,122584,59.99000168,0.27000001072883606,5,287.9500122,77.75,Canada,Ontario,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1918,127.55000305175781,Springfield,Estados Unidos,8481,09:00.0,32224,365,16.5,0.059999999,80579,59.99000168,0.44999998807907104,5,283.4500122,127.5500031,South of  USA ,Virginia,PENDING,22153,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1919,114.63999938964844,Henderson,Estados Unidos,8205,44:00.0,38411,365,27,0.090000004,95867,59.99000168,0.41999998688697815,5,272.9500122,114.6399994,West of USA ,Nevada,PENDING,89015,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1920,26.100000381469727,North York,Canada,10668,59:00.0,48282,365,38.99000168,0.12999999523162842,120755,59.99000168,0.10000000149011612,5,260.9599915,26.10000038,Canada,Ontario,PENDING,NULL,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1921,-168.0599976,Los Angeles,Estados Unidos,11380,54:00.0,40949,365,47.99000168,0.1599999964237213,102202,59.99000168,-0.670000017,5,251.9600067,-168.0599976,West of USA ,California,PENDING,90045,299.95001220703125,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1922,118.80000305175781,New York City,Estados Unidos,12052,35:00.0,31917,502,2.5,0.01,79768,50,0.47999998927116394,5,247.5,118.8000031,East of USA,Nueva York,PENDING,10011,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1923,62.400001525878906,Grand Rapids,Estados Unidos,3915,16:00.0,39991,502,10,0.039999999,99785,50,0.25999999046325684,5,240,62.40000153,US Center ,Michigan,PENDING,49505,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1924,61.75,Mississauga,Canada,8051,47:00.0,44802,502,12.5,0.050000001,111914,50,0.25999999046325684,5,237.5,61.75,Canada,Ontario,PENDING,NULL,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1925,-68.23999786,New York City,Estados Unidos,3249,47:00.0,40766,627,14,0.07,101727,39.99000168,-0.370000005,5,185.9499969,-68.23999786,East of USA,Nueva York,PENDING,10024,199.9499969482422,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1926,25.43000030517578,Round Rock,Estados Unidos,7894,28:00.0,36495,502,25,0.10000000149011612,91124,50,0.10999999940395355,5,225,25.43000031,US Center ,Texas,PENDING,78664,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1927,104.4000015258789,Arlington,Estados Unidos,9197,28:00.0,37945,502,32.5,0.12999999523162842,94721,50,0.47999998927116394,5,217.5,104.4000015,US Center ,Texas,PENDING,76017,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1928,-155.7599945,San Francisco,Estados Unidos,967,42:00.0,32257,502,37.5,0.15000000596046448,80674,50,-0.730000019,5,212.5,-155.7599945,West of USA ,California,PENDING,94110,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1929,15.75,San Diego,Estados Unidos,5855,20:00.0,33058,502,40,0.1599999964237213,82642,50,0.079999998,5,210,15.75,West of USA ,California,PENDING,92105,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1930,18.040000915527344,New York City,Estados Unidos,3249,47:00.0,40766,502,45,0.18000000715255737,101726,50,0.090000004,5,205,18.04000092,East of USA,Nueva York,PENDING,10024,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1931,-320,Tucson,Estados Unidos,4611,20:00.0,36840,502,50,0.20000000298023224,91935,50,-1.600000024,5,200,-320,West of USA ,Arizona,PENDING,85705,250,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
1932,31.84000015258789,Los Angeles,Estados Unidos,1657,08:00.0,31302,886,11.25,0.090000004,78249,24.98999977,0.2800000011920929,5,113.6999969,31.84000015,West of USA ,California,PENDING,90032,124.94999694824219,TRANSFER,,,,,,,,,,,,,,,,,,,,,,,
