column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
2610,4,4,Shipping on time,0,2015-05-05 18:03:00.0000000,Standard Class,LATAM,8273
2611,2,4,Advance shipping,0,2015-03-24 12:09:00.0000000,Standard Class,LATAM,5516
2612,4,4,Shipping on time,0,2015-01-14 00:09:00.0000000,Standard Class,LATAM,618
2613,6,4,Late delivery,1,2017-05-21 01:04:00.0000000,Standard Class,LATAM,59260
2614,2,4,Advance shipping,0,2017-05-29 21:43:00.0000000,Standard Class,LATAM,60141
2615,6,4,Late delivery,1,2017-02-08 19:25:00.0000000,Standard Class,LATAM,52325
2616,5,4,Late delivery,1,2015-04-17 03:11:00.0000000,Standard Class,LATAM,6929
2617,5,4,Late delivery,1,2017-04-15 06:53:00.0000000,Standard Class,LATAM,56879
2618,5,4,Late delivery,1,2015-03-20 06:01:00.0000000,Standard Class,LATAM,5019
2619,6,4,Late delivery,1,2017-04-14 07:57:00.0000000,Standard Class,LATAM,56745
2620,2,4,Advance shipping,0,2017-04-03 08:08:00.0000000,Standard Class,LATAM,56266
2621,5,4,Late delivery,1,2017-02-01 19:26:00.0000000,Standard Class,LATAM,51914
2622,6,4,Late delivery,1,2017-05-23 02:06:00.0000000,Standard Class,LATAM,59400
2623,5,4,Late delivery,1,2017-04-21 11:47:00.0000000,Standard Class,LATAM,57304
2624,4,4,Shipping on time,0,2017-06-05 16:17:00.0000000,Standard Class,LATAM,60468
2625,3,4,Advance shipping,0,2017-05-18 21:02:00.0000000,Standard Class,LATAM,59317
2626,6,4,Late delivery,1,2015-03-06 21:17:00.0000000,Standard Class,LATAM,4035
2627,3,4,Advance shipping,0,2017-02-26 03:06:00.0000000,Standard Class,LATAM,53717
2628,6,4,Late delivery,1,2015-03-26 07:14:00.0000000,Standard Class,LATAM,5365
2629,6,4,Late delivery,1,2017-06-22 23:05:00.0000000,Standard Class,LATAM,61515
2630,5,4,Late delivery,1,2015-03-17 21:58:00.0000000,Standard Class,LATAM,4859
2631,6,4,Late delivery,1,2017-06-01 08:35:00.0000000,Standard Class,LATAM,60035
2632,4,4,Shipping on time,0,2017-02-23 04:51:00.0000000,Standard Class,LATAM,53448
2633,6,4,Late delivery,1,2015-05-17 04:43:00.0000000,Standard Class,LATAM,8920
2634,5,4,Late delivery,1,2015-03-26 09:10:00.0000000,Standard Class,LATAM,5439
2635,2,4,Advance shipping,0,2017-04-10 01:17:00.0000000,Standard Class,LATAM,56726
2636,5,4,Late delivery,1,2017-03-24 05:52:00.0000000,Standard Class,LATAM,55369
2637,3,4,Advance shipping,0,2015-03-14 01:28:00.0000000,Standard Class,LATAM,4732
2638,3,4,Advance shipping,0,2017-06-18 00:29:00.0000000,Standard Class,LATAM,61382
2639,5,4,Late delivery,1,2017-03-24 21:38:00.0000000,Standard Class,LATAM,55414
2640,5,4,Late delivery,1,2015-03-03 21:38:00.0000000,Standard Class,LATAM,3899
2641,4,4,Shipping on time,0,2015-01-05 19:58:00.0000000,Standard Class,LATAM,58
2642,5,4,Late delivery,1,2017-04-05 05:09:00.0000000,Standard Class,LATAM,56189
2643,4,4,Shipping on time,0,2017-03-26 17:36:00.0000000,Standard Class,LATAM,55608
2644,3,4,Advance shipping,0,2015-05-18 00:30:00.0000000,Standard Class,LATAM,9182
2645,3,4,Advance shipping,0,2015-02-11 02:44:00.0000000,Standard Class,LATAM,2612
2646,5,4,Late delivery,1,2015-05-29 02:25:00.0000000,Standard Class,LATAM,9804
2647,2,4,Advance shipping,0,2015-05-24 00:19:00.0000000,Standard Class,LATAM,9661
2648,6,4,Late delivery,1,2015-04-20 22:06:00.0000000,Standard Class,LATAM,7120
2649,3,4,Advance shipping,0,2015-02-24 23:34:00.0000000,Standard Class,LATAM,3562
2650,2,4,Advance shipping,0,2015-01-22 18:43:00.0000000,Standard Class,LATAM,1356
2651,2,4,Advance shipping,0,2017-01-30 03:08:00.0000000,Standard Class,LATAM,51936
2652,4,4,Shipping on time,0,2017-04-19 00:24:00.0000000,Standard Class,LATAM,57203
2653,2,4,Advance shipping,0,2017-02-23 08:42:00.0000000,Standard Class,LATAM,53596
2654,4,4,Shipping on time,0,2017-05-10 07:54:00.0000000,Standard Class,LATAM,58663
2655,5,4,Late delivery,1,2017-06-13 13:17:00.0000000,Standard Class,LATAM,60939
2656,4,4,Shipping on time,0,2017-02-28 09:14:00.0000000,Standard Class,LATAM,53803
2657,3,4,Advance shipping,0,2015-03-30 11:37:00.0000000,Standard Class,LATAM,5857
2658,5,4,Late delivery,1,2017-02-25 07:29:00.0000000,Standard Class,LATAM,53524
2659,3,4,Advance shipping,0,2015-01-07 08:55:00.0000000,Standard Class,LATAM,232
2660,6,4,Late delivery,1,2015-04-22 10:53:00.0000000,Standard Class,LATAM,7225
2661,3,4,Advance shipping,0,2015-04-28 11:03:00.0000000,Standard Class,LATAM,7842
2662,4,4,Shipping on time,0,2015-06-01 09:25:00.0000000,Standard Class,LATAM,10098
2663,4,4,Shipping on time,0,2015-03-02 14:17:00.0000000,Standard Class,LATAM,3878
2664,4,4,Shipping on time,0,2017-02-23 13:37:00.0000000,Standard Class,LATAM,53473
2665,4,4,Shipping on time,0,2017-04-28 19:08:00.0000000,Standard Class,LATAM,57873
2666,5,4,Late delivery,1,2017-03-22 15:20:00.0000000,Standard Class,LATAM,55259
2667,6,4,Late delivery,1,2015-05-08 17:31:00.0000000,Standard Class,LATAM,8340
2668,4,4,Shipping on time,0,2015-05-11 00:10:00.0000000,Standard Class,LATAM,8633
2669,6,4,Late delivery,1,2015-04-29 05:47:00.0000000,Standard Class,LATAM,7690
2670,4,4,Shipping on time,0,2017-03-20 05:42:00.0000000,Standard Class,LATAM,55163
2671,6,4,Late delivery,1,2017-03-02 02:55:00.0000000,Standard Class,LATAM,53785
2672,5,4,Late delivery,1,2015-01-16 22:03:00.0000000,Standard Class,LATAM,749
2673,3,4,Advance shipping,0,2015-03-15 03:45:00.0000000,Standard Class,LATAM,4807
2674,5,4,Late delivery,1,2015-03-13 09:22:00.0000000,Standard Class,LATAM,4549
2675,6,4,Late delivery,1,2015-01-09 00:41:00.0000000,Standard Class,LATAM,140
2676,4,4,Shipping on time,0,2015-02-01 13:06:00.0000000,Standard Class,LATAM,1888
2677,3,4,Advance shipping,0,2015-04-12 23:41:00.0000000,Standard Class,LATAM,6782
2678,4,4,Shipping on time,0,2017-01-25 07:10:00.0000000,Standard Class,LATAM,51468
2679,2,4,Advance shipping,0,2015-04-17 19:28:00.0000000,Standard Class,LATAM,7181
2680,2,4,Advance shipping,0,2015-01-25 18:32:00.0000000,Standard Class,LATAM,1561
2681,5,4,Late delivery,1,2015-01-17 15:34:00.0000000,Standard Class,LATAM,799
2682,4,4,Shipping on time,0,2015-02-16 08:41:00.0000000,Standard Class,LATAM,2903
2683,4,4,Shipping on time,0,2017-03-03 09:03:00.0000000,Standard Class,LATAM,54008
2684,4,4,Shipping on time,0,2015-03-31 11:58:00.0000000,Standard Class,LATAM,5858
2685,6,4,Late delivery,1,2017-02-26 23:36:00.0000000,Standard Class,LATAM,53570
2686,6,4,Late delivery,1,2017-02-26 02:35:00.0000000,Standard Class,LATAM,53510
2687,4,4,Shipping on time,0,2015-05-20 17:09:00.0000000,Standard Class,LATAM,9298
2688,6,4,Late delivery,1,2017-06-13 02:36:00.0000000,Standard Class,LATAM,60840
2689,4,4,Shipping on time,0,2017-06-01 07:10:00.0000000,Standard Class,LATAM,60168
2690,2,4,Advance shipping,0,2017-03-18 17:16:00.0000000,Standard Class,LATAM,55196
2691,2,4,Advance shipping,0,2015-02-05 10:17:00.0000000,Standard Class,LATAM,2291
2692,5,4,Late delivery,1,2017-03-23 05:21:00.0000000,Standard Class,LATAM,55299
2693,4,4,Shipping on time,0,2017-03-17 02:22:00.0000000,Standard Class,LATAM,54948
2694,4,4,Shipping on time,0,2016-10-02 04:42:00.0000000,Standard Class,Pacific Asia,43583
2695,5,4,Late delivery,1,2015-11-16 13:13:00.0000000,Standard Class,Pacific Asia,21549
2696,6,4,Late delivery,1,2016-02-18 16:46:00.0000000,Standard Class,Pacific Asia,27930
2697,5,4,Late delivery,1,2016-10-29 11:41:00.0000000,Standard Class,Pacific Asia,45384
2698,5,4,Late delivery,1,2017-12-28 20:43:00.0000000,Standard Class,Pacific Asia,74524
2699,4,4,Shipping on time,0,2018-01-11 21:13:00.0000000,Standard Class,Pacific Asia,75553
2700,4,4,Shipping on time,0,2018-01-13 08:15:00.0000000,Standard Class,Pacific Asia,75653
2701,2,4,Advance shipping,0,2017-12-02 09:22:00.0000000,Standard Class,Pacific Asia,72916
2702,5,4,Late delivery,1,2017-11-24 22:10:00.0000000,Standard Class,Pacific Asia,72199
2703,2,4,Advance shipping,0,2017-11-22 07:38:00.0000000,Standard Class,Pacific Asia,72226
2704,3,4,Advance shipping,0,2016-01-03 15:57:00.0000000,Standard Class,Pacific Asia,24982
2705,4,4,Shipping on time,0,2016-09-10 05:26:00.0000000,Standard Class,Pacific Asia,42078
2706,6,4,Late delivery,1,2016-02-11 20:06:00.0000000,Standard Class,Pacific Asia,27460
2707,6,4,Late delivery,1,2016-12-13 03:34:00.0000000,Standard Class,Pacific Asia,48375
2708,3,4,Advance shipping,0,2015-12-30 19:06:00.0000000,Standard Class,Pacific Asia,24717
2709,6,4,Late delivery,1,2016-01-29 15:02:00.0000000,Standard Class,Pacific Asia,26555
2710,6,4,Late delivery,1,2016-09-12 04:23:00.0000000,Standard Class,Pacific Asia,42075
2711,6,4,Late delivery,1,2016-03-18 21:27:00.0000000,Standard Class,Pacific Asia,29930
2712,2,4,Advance shipping,0,2016-02-16 12:54:00.0000000,Standard Class,Pacific Asia,28056
2713,6,4,Late delivery,1,2018-01-03 16:41:00.0000000,Standard Class,Pacific Asia,74855
2714,2,4,Advance shipping,0,2016-03-27 19:52:00.0000000,Standard Class,Pacific Asia,30816
2715,3,4,Advance shipping,0,2015-10-31 03:26:00.0000000,Standard Class,Pacific Asia,20562
2716,6,4,Late delivery,1,2016-03-06 06:24:00.0000000,Standard Class,Pacific Asia,29065
2717,4,4,Shipping on time,0,2016-02-11 04:41:00.0000000,Standard Class,Pacific Asia,27553
2718,6,4,Late delivery,1,2015-12-01 06:53:00.0000000,Standard Class,Pacific Asia,22490
2719,6,4,Late delivery,1,2015-11-28 15:50:00.0000000,Standard Class,Pacific Asia,22310
2720,4,4,Shipping on time,0,2016-01-19 08:24:00.0000000,Standard Class,Pacific Asia,25988
2721,6,4,Late delivery,1,2015-12-21 17:22:00.0000000,Standard Class,Pacific Asia,23890
2722,3,4,Advance shipping,0,2016-11-02 00:07:00.0000000,Standard Class,Pacific Asia,45762
2723,6,4,Late delivery,1,2016-01-23 10:09:00.0000000,Standard Class,Pacific Asia,26130
2724,3,4,Advance shipping,0,2015-12-19 15:06:00.0000000,Standard Class,Pacific Asia,23952
2725,2,4,Advance shipping,0,2016-02-14 13:37:00.0000000,Standard Class,Pacific Asia,27921
2726,5,4,Late delivery,1,2017-01-15 19:17:00.0000000,Standard Class,Pacific Asia,50749
2727,6,4,Late delivery,1,2015-12-12 19:40:00.0000000,Standard Class,Pacific Asia,23280
2728,5,4,Late delivery,1,2016-01-18 00:41:00.0000000,Standard Class,Pacific Asia,25829
2729,3,4,Advance shipping,0,2016-02-14 09:56:00.0000000,Standard Class,Pacific Asia,27842
2730,2,4,Advance shipping,0,2016-01-07 12:58:00.0000000,Standard Class,Pacific Asia,25316
2731,2,4,Advance shipping,0,2015-11-14 19:42:00.0000000,Standard Class,Pacific Asia,21636
2732,6,4,Late delivery,1,2016-03-21 02:00:00.0000000,Standard Class,Pacific Asia,30080
2733,6,4,Late delivery,1,2015-11-25 14:15:00.0000000,Standard Class,Pacific Asia,22100
2734,6,4,Late delivery,1,2016-02-03 01:54:00.0000000,Standard Class,Pacific Asia,26860
2735,2,4,Advance shipping,0,2015-12-28 00:43:00.0000000,Standard Class,Pacific Asia,24596
2736,4,4,Shipping on time,0,2018-02-01 02:27:00.0000000,Standard Class,Pacific Asia,76938
2737,6,4,Late delivery,1,2015-12-29 21:34:00.0000000,Standard Class,Pacific Asia,24450
2738,5,4,Late delivery,1,2016-04-03 05:29:00.0000000,Standard Class,Pacific Asia,31049
2739,5,4,Late delivery,1,2016-01-16 11:54:00.0000000,Standard Class,Pacific Asia,25724
2740,4,4,Shipping on time,0,2015-12-12 21:46:00.0000000,Standard Class,Pacific Asia,23423
2741,4,4,Shipping on time,0,2018-01-03 03:01:00.0000000,Standard Class,Pacific Asia,74953
2742,3,4,Advance shipping,0,2016-02-15 22:43:00.0000000,Standard Class,Pacific Asia,27947
2743,4,4,Shipping on time,0,2015-11-12 14:48:00.0000000,Standard Class,Pacific Asia,21348
2744,4,4,Shipping on time,0,2015-11-10 10:15:00.0000000,Standard Class,Pacific Asia,21198
2745,4,4,Shipping on time,0,2016-11-15 22:31:00.0000000,Standard Class,Pacific Asia,46648
2746,4,4,Shipping on time,0,2016-03-23 06:54:00.0000000,Standard Class,Pacific Asia,30368
2747,4,4,Shipping on time,0,2015-11-19 21:58:00.0000000,Standard Class,Pacific Asia,21848
2748,5,4,Late delivery,1,2015-11-10 13:34:00.0000000,Standard Class,Pacific Asia,21139
2749,6,4,Late delivery,1,2016-01-20 05:04:00.0000000,Standard Class,Pacific Asia,25910
2750,4,4,Shipping on time,0,2016-10-08 16:37:00.0000000,Standard Class,Pacific Asia,44028
2751,4,4,Shipping on time,0,2015-11-11 23:02:00.0000000,Standard Class,Pacific Asia,21303
2752,4,4,Shipping on time,0,2016-11-10 16:23:00.0000000,Standard Class,Pacific Asia,46288
2753,3,4,Advance shipping,0,2015-11-04 21:17:00.0000000,Standard Class,Pacific Asia,20887
2754,3,4,Advance shipping,0,2015-12-12 07:55:00.0000000,Standard Class,Pacific Asia,23452
2755,6,4,Late delivery,1,2016-01-10 06:50:00.0000000,Standard Class,Pacific Asia,25230
2756,4,4,Shipping on time,0,2018-02-01 00:42:00.0000000,Standard Class,Pacific Asia,76933
2757,6,4,Late delivery,1,2017-01-07 00:54:00.0000000,Standard Class,Pacific Asia,50080
2758,5,4,Late delivery,1,2016-03-16 17:05:00.0000000,Standard Class,Pacific Asia,29849
2759,3,4,Advance shipping,0,2016-03-01 18:19:00.0000000,Standard Class,Pacific Asia,28962
2760,6,4,Late delivery,1,2015-11-04 13:46:00.0000000,Standard Class,Pacific Asia,20660
2761,4,2,Late delivery,1,2015-02-14 18:09:00.0000000,Second Class,LATAM,2793
2762,4,2,Late delivery,1,2017-04-02 03:45:00.0000000,Second Class,LATAM,56048
2763,3,2,Late delivery,1,2015-03-18 15:50:00.0000000,Second Class,LATAM,5047
2764,5,2,Late delivery,1,2015-02-16 06:46:00.0000000,Second Class,LATAM,2829
2765,3,2,Late delivery,1,2015-05-30 10:18:00.0000000,Second Class,LATAM,10032
2766,6,2,Late delivery,1,2015-04-19 05:48:00.0000000,Second Class,LATAM,7005
2767,5,2,Late delivery,1,2017-02-11 22:55:00.0000000,Second Class,LATAM,52609
2768,4,2,Late delivery,1,2015-05-14 21:00:00.0000000,Second Class,LATAM,8898
2769,3,2,Late delivery,1,2015-05-30 05:03:00.0000000,Second Class,LATAM,10017
2770,2,2,Shipping on time,0,2015-03-04 05:10:00.0000000,Second Class,LATAM,4126
2771,6,2,Late delivery,1,2017-04-23 17:55:00.0000000,Second Class,LATAM,57390
2772,2,2,Shipping on time,0,2017-06-10 08:44:00.0000000,Second Class,LATAM,60926
2773,5,2,Late delivery,1,2017-04-10 04:16:00.0000000,Second Class,LATAM,56529
2774,3,2,Late delivery,1,2015-04-11 03:53:00.0000000,Second Class,LATAM,6657
2775,6,2,Late delivery,1,2015-05-15 10:40:00.0000000,Second Class,LATAM,8800
2776,2,2,Shipping on time,0,2017-05-10 18:46:00.0000000,Second Class,LATAM,58831
2777,6,2,Late delivery,1,2017-06-13 14:52:00.0000000,Second Class,LATAM,60875
2778,6,2,Late delivery,1,2017-05-11 06:20:00.0000000,Second Class,LATAM,58590
2779,4,2,Late delivery,1,2015-05-10 18:55:00.0000000,Second Class,LATAM,8618
2780,2,2,Shipping on time,0,2015-03-06 09:43:00.0000000,Second Class,LATAM,4276
2781,6,2,Late delivery,1,2015-01-12 05:46:00.0000000,Second Class,LATAM,360
2782,2,2,Shipping on time,0,2017-04-24 12:08:00.0000000,Second Class,LATAM,57716
2783,3,2,Late delivery,1,2017-05-08 21:03:00.0000000,Second Class,LATAM,58632
2784,4,2,Late delivery,1,2015-05-01 12:27:00.0000000,Second Class,LATAM,7983
2785,4,2,Late delivery,1,2017-06-11 17:40:00.0000000,Second Class,LATAM,60883
2786,5,2,Late delivery,1,2017-05-05 15:37:00.0000000,Second Class,LATAM,58274
2787,2,2,Shipping on time,0,2015-03-08 09:01:00.0000000,Second Class,LATAM,4411
2788,3,2,Late delivery,1,2015-01-20 12:14:00.0000000,Second Class,LATAM,1132
2789,2,2,Shipping on time,0,2017-05-22 16:18:00.0000000,Second Class,LATAM,59646
2790,4,2,Late delivery,1,2017-01-26 12:57:00.0000000,Second Class,LATAM,51553
2791,5,2,Late delivery,1,2015-05-05 03:51:00.0000000,Second Class,LATAM,8164
2792,6,2,Late delivery,1,2017-06-17 01:12:00.0000000,Second Class,LATAM,61110
2793,5,2,Late delivery,1,2017-02-12 11:11:00.0000000,Second Class,LATAM,52644
2794,5,2,Late delivery,1,2017-01-26 16:17:00.0000000,Second Class,LATAM,51494
2795,3,2,Late delivery,1,2015-05-03 03:09:00.0000000,Second Class,LATAM,8162
2796,5,2,Late delivery,1,2017-03-08 02:44:00.0000000,Second Class,LATAM,54264
2797,3,2,Late delivery,1,2017-06-12 13:07:00.0000000,Second Class,LATAM,61007
2798,3,2,Late delivery,1,2017-04-13 23:42:00.0000000,Second Class,LATAM,56927
2799,2,2,Shipping on time,0,2017-06-19 11:42:00.0000000,Second Class,LATAM,61551
2800,4,2,Late delivery,1,2017-06-05 11:01:00.0000000,Second Class,LATAM,60453
2801,2,2,Shipping on time,0,2015-01-21 19:56:00.0000000,Second Class,LATAM,1291
2802,6,2,Late delivery,1,2015-02-05 11:20:00.0000000,Second Class,LATAM,2020
2803,5,2,Late delivery,1,2017-05-27 00:52:00.0000000,Second Class,LATAM,59739
2804,3,2,Late delivery,1,2017-04-04 06:44:00.0000000,Second Class,LATAM,56262
2805,5,2,Late delivery,1,2015-05-25 10:50:00.0000000,Second Class,LATAM,9554
2806,6,2,Late delivery,1,2015-04-03 02:40:00.0000000,Second Class,LATAM,5900
2807,2,2,Shipping on time,0,2017-05-21 10:31:00.0000000,Second Class,LATAM,59561
2808,4,2,Late delivery,1,2017-04-26 07:34:00.0000000,Second Class,LATAM,57703
2809,2,2,Shipping on time,0,2017-02-07 10:50:00.0000000,Second Class,LATAM,52506
2810,6,2,Late delivery,1,2015-01-23 23:48:00.0000000,Second Class,LATAM,1165
2811,6,2,Late delivery,1,2015-05-11 06:50:00.0000000,Second Class,LATAM,8515
2812,3,2,Late delivery,1,2017-04-04 04:58:00.0000000,Second Class,LATAM,56257
2813,6,2,Late delivery,1,2015-05-20 09:47:00.0000000,Second Class,LATAM,9140
2814,4,2,Late delivery,1,2017-03-26 19:21:00.0000000,Second Class,LATAM,55613
2815,2,2,Shipping on time,0,2017-02-24 09:14:00.0000000,Second Class,LATAM,53666
2816,3,2,Late delivery,1,2017-04-11 17:24:00.0000000,Second Class,LATAM,56772
2817,4,2,Late delivery,1,2017-01-27 09:58:00.0000000,Second Class,LATAM,51613
2818,3,2,Late delivery,1,2015-04-20 13:51:00.0000000,Second Class,LATAM,7302
2819,2,2,Shipping on time,0,2017-06-12 02:46:00.0000000,Second Class,LATAM,61046
2820,4,2,Late delivery,1,2017-01-31 12:04:00.0000000,Second Class,LATAM,51893
2821,3,2,Late delivery,1,2015-01-23 12:03:00.0000000,Second Class,LATAM,1337
2822,4,2,Late delivery,1,2017-05-08 03:21:00.0000000,Second Class,LATAM,58513
2823,4,2,Late delivery,1,2015-03-16 18:07:00.0000000,Second Class,LATAM,4848
2824,5,2,Late delivery,1,2017-05-08 15:26:00.0000000,Second Class,LATAM,58479
2825,5,2,Late delivery,1,2015-04-17 13:41:00.0000000,Second Class,LATAM,6959
2826,2,2,Shipping on time,0,2015-01-25 04:31:00.0000000,Second Class,LATAM,1521
2827,3,2,Late delivery,1,2015-01-23 08:33:00.0000000,Second Class,LATAM,1327
2828,4,2,Late delivery,1,2015-02-15 08:10:00.0000000,Second Class,LATAM,2833
2829,5,2,Late delivery,1,2017-02-11 12:24:00.0000000,Second Class,LATAM,52579
2830,4,2,Late delivery,1,2015-03-02 03:46:00.0000000,Second Class,LATAM,3848
2831,6,2,Late delivery,1,2015-02-21 02:12:00.0000000,Second Class,LATAM,3090
2832,6,2,Late delivery,1,2017-06-18 03:28:00.0000000,Second Class,LATAM,61185
2833,2,2,Shipping on time,0,2015-02-12 08:42:00.0000000,Second Class,LATAM,2766
2834,5,2,Late delivery,1,2017-05-02 21:03:00.0000000,Second Class,LATAM,58084
2835,2,2,Shipping on time,0,2015-02-22 05:11:00.0000000,Second Class,LATAM,3441
2836,2,2,Shipping on time,0,2017-03-25 13:55:00.0000000,Second Class,LATAM,55666
2837,5,2,Late delivery,1,2015-01-30 13:37:00.0000000,Second Class,LATAM,1684
2838,6,2,Late delivery,1,2015-03-19 15:50:00.0000000,Second Class,LATAM,4910
2839,2,2,Shipping on time,0,2017-03-26 10:56:00.0000000,Second Class,LATAM,55726
2840,2,2,Shipping on time,0,2017-06-04 19:36:00.0000000,Second Class,LATAM,60546
2841,2,2,Shipping on time,0,2017-02-27 14:18:00.0000000,Second Class,LATAM,53886
2842,4,2,Late delivery,1,2017-06-12 12:56:00.0000000,Second Class,LATAM,60938
2843,2,2,Shipping on time,0,2015-02-15 22:32:00.0000000,Second Class,LATAM,3011
2844,3,2,Late delivery,1,2015-05-02 11:23:00.0000000,Second Class,LATAM,8117
2845,6,2,Late delivery,1,2015-04-11 06:52:00.0000000,Second Class,LATAM,6460
2846,6,2,Late delivery,1,2017-02-16 23:37:00.0000000,Second Class,LATAM,52885
2847,3,2,Late delivery,1,2015-03-27 04:47:00.0000000,Second Class,LATAM,5632
2848,6,2,Late delivery,1,2017-05-05 04:56:00.0000000,Second Class,LATAM,58175
2849,6,2,Late delivery,1,2015-04-15 08:58:00.0000000,Second Class,LATAM,6740
2850,3,2,Late delivery,1,2015-01-26 04:52:00.0000000,Second Class,LATAM,1522
2851,4,2,Late delivery,1,2015-04-20 15:26:00.0000000,Second Class,LATAM,7238
2852,3,2,Late delivery,1,2015-01-21 18:01:00.0000000,Second Class,LATAM,1217
2853,5,2,Late delivery,1,2015-05-13 18:33:00.0000000,Second Class,LATAM,8754
2854,3,2,Late delivery,1,2017-06-19 13:17:00.0000000,Second Class,LATAM,61487
2855,3,2,Late delivery,1,2017-01-27 15:24:00.0000000,Second Class,LATAM,51697
2856,5,2,Late delivery,1,2015-05-31 03:28:00.0000000,Second Class,LATAM,9944
2857,6,2,Late delivery,1,2017-05-14 07:54:00.0000000,Second Class,LATAM,58800
2858,4,2,Late delivery,1,2017-02-17 13:58:00.0000000,Second Class,LATAM,53063
2859,2,2,Shipping on time,0,2015-01-16 15:34:00.0000000,Second Class,LATAM,936
2860,6,2,Late delivery,1,2015-04-29 18:03:00.0000000,Second Class,LATAM,7725
2861,3,2,Late delivery,1,2015-04-08 02:19:00.0000000,Second Class,LATAM,6447
2862,6,2,Late delivery,1,2017-06-10 20:18:00.0000000,Second Class,LATAM,60685
2863,6,2,Late delivery,1,2015-04-24 11:56:00.0000000,Second Class,LATAM,7365
2864,3,2,Late delivery,1,2017-03-06 17:48:00.0000000,Second Class,LATAM,54307
2865,2,2,Shipping on time,0,2017-06-04 07:20:00.0000000,Second Class,LATAM,60511
2866,3,2,Late delivery,1,2015-02-20 03:57:00.0000000,Second Class,LATAM,3232
2867,2,2,Shipping on time,0,2017-04-03 13:23:00.0000000,Second Class,LATAM,56281
2868,2,2,Shipping on time,0,2015-03-11 07:05:00.0000000,Second Class,LATAM,4611
2869,4,2,Late delivery,1,2015-04-07 01:37:00.0000000,Second Class,LATAM,6308
2870,6,2,Late delivery,1,2015-03-30 19:51:00.0000000,Second Class,LATAM,5675
2871,6,2,Late delivery,1,2017-05-15 13:41:00.0000000,Second Class,LATAM,58885
2872,5,2,Late delivery,1,2015-02-20 03:36:00.0000000,Second Class,LATAM,3094
2873,3,2,Late delivery,1,2017-05-21 05:05:00.0000000,Second Class,LATAM,59477
2874,2,2,Shipping on time,0,2017-02-21 23:25:00.0000000,Second Class,LATAM,53501
2875,6,2,Late delivery,1,2017-02-21 22:44:00.0000000,Second Class,LATAM,53225
2876,5,2,Late delivery,1,2015-03-16 03:55:00.0000000,Second Class,LATAM,4739
2877,2,2,Shipping on time,0,2015-02-23 12:42:00.0000000,Second Class,LATAM,3531
2878,2,2,Shipping on time,0,2015-01-07 12:36:00.0000000,Second Class,LATAM,311
2879,3,2,Late delivery,1,2015-04-23 04:55:00.0000000,Second Class,LATAM,7482
2880,4,2,Late delivery,1,2015-03-01 06:45:00.0000000,Second Class,LATAM,3788
2881,3,2,Late delivery,1,2015-04-05 18:15:00.0000000,Second Class,LATAM,6287
2882,5,2,Late delivery,1,2017-02-24 22:43:00.0000000,Second Class,LATAM,53499
2883,5,2,Late delivery,1,2017-05-03 23:20:00.0000000,Second Class,LATAM,58159
2884,3,2,Late delivery,1,2015-01-15 07:52:00.0000000,Second Class,LATAM,777
2885,6,2,Late delivery,1,2015-02-21 21:29:00.0000000,Second Class,LATAM,3145
2886,5,2,Late delivery,1,2017-02-05 07:31:00.0000000,Second Class,LATAM,52154
2887,3,2,Late delivery,1,2017-04-08 14:05:00.0000000,Second Class,LATAM,56557
2888,2,2,Shipping on time,0,2017-02-19 04:52:00.0000000,Second Class,LATAM,53311
2889,2,2,Shipping on time,0,2017-01-20 20:40:00.0000000,Second Class,LATAM,51301
2890,2,2,Shipping on time,0,2015-01-05 04:33:00.0000000,Second Class,LATAM,151
2891,6,2,Late delivery,1,2015-03-14 11:28:00.0000000,Second Class,LATAM,4555
2892,4,2,Late delivery,1,2017-04-27 18:36:00.0000000,Second Class,LATAM,57803
2893,5,2,Late delivery,1,2017-01-27 22:04:00.0000000,Second Class,LATAM,51579
2894,5,2,Late delivery,1,2017-06-19 11:11:00.0000000,Second Class,LATAM,61344
2895,3,2,Late delivery,1,2017-01-27 11:54:00.0000000,Second Class,LATAM,51687
2896,4,2,Late delivery,1,2015-02-07 16:14:00.0000000,Second Class,LATAM,2308
2897,5,2,Late delivery,1,2017-01-25 15:46:00.0000000,Second Class,LATAM,51424
2898,6,2,Late delivery,1,2017-03-06 15:32:00.0000000,Second Class,LATAM,54095
2899,2,2,Shipping on time,0,2017-06-14 02:04:00.0000000,Second Class,LATAM,61181
2900,2,2,Shipping on time,0,2015-04-11 05:49:00.0000000,Second Class,LATAM,6731
2901,2,2,Shipping on time,0,2015-03-19 16:32:00.0000000,Second Class,LATAM,5186
2902,2,2,Shipping on time,0,2017-12-26 00:55:00.0000000,Second Class,Pacific Asia,74536
2903,6,2,Late delivery,1,2017-12-30 12:50:00.0000000,Second Class,Pacific Asia,74570
2904,5,2,Late delivery,1,2017-12-05 01:39:00.0000000,Second Class,Pacific Asia,72894
2905,4,2,Late delivery,1,2018-01-14 05:17:00.0000000,Second Class,Pacific Asia,75713
2906,3,2,Late delivery,1,2018-01-12 02:39:00.0000000,Second Class,Pacific Asia,75637
2907,6,2,Late delivery,1,2017-12-07 20:03:00.0000000,Second Class,Pacific Asia,73015
